Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,MasVnrArea,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,SaleCondition,SalePrice
732,80,RL,73,9590,Pave,IR1,Lvl,AllPub,Timber,Norm,Norm,1Fam,SLvl,7,5,2003,2003,Gable,442,786,Unf,0,82,868,Normal,187500
733,60,RL,75,11404,Pave,IR1,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,202,252,Unf,0,901,1153,Normal,222500
734,20,RL,80,10000,Pave,Reg,Lvl,AllPub,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1961,1983,Hip,0,594,Unf,0,270,864,Normal,131400
735,20,RL,NA,8978,Pave,IR1,Lvl,AllPub,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,0,0,Unf,0,948,948,Family,108000
736,75,RM,60,10800,Pave,Reg,Lvl,AllPub,OldTown,Norm,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,0,390,Unf,0,490,880,Normal,163000
737,90,RL,60,8544,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,0,0,NA,0,0,0,Normal,93500
738,60,RL,72,10463,Pave,IR1,HLS,AllPub,Gilbert,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,0,0,Unf,0,893,893,Normal,239900
739,90,RL,60,10800,Pave,Reg,Lvl,AllPub,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,1988,Gable,0,1200,Unf,0,0,1200,Alloca,179000
740,60,RL,65,9313,Pave,IR1,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,0,0,Unf,0,864,864,Normal,190000
741,70,RM,60,9600,Pave,Reg,Lvl,AllPub,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,2002,Gable,0,0,Unf,0,264,264,Abnorml,132000
742,20,RL,65,6768,Pave,IR1,Lvl,AllPub,Sawyer,Feedr,Norm,1Fam,1Story,6,8,1961,1996,Hip,0,832,Unf,0,80,912,Normal,142000
743,20,RL,65,8450,Pave,Reg,Lvl,AllPub,SawyerW,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,108,0,Unf,0,1349,1349,Normal,179000
744,80,RL,70,12886,Pave,IR1,Lvl,AllPub,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1963,1999,Gable,0,444,Unf,0,76,520,Normal,175000
745,120,RL,41,5395,Pave,IR1,HLS,AllPub,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,0,733,Unf,0,604,1337,Normal,180000
746,60,RL,NA,8963,Pave,IR1,Lvl,AllPub,NWAmes,Norm,Norm,1Fam,2Story,8,9,1976,1996,Hip,289,575,ALQ,80,487,1142,Normal,299800
747,60,RL,NA,8795,Pave,IR1,Lvl,AllPub,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,0,300,Unf,0,652,952,Normal,236000
748,70,RM,65,11700,Pave,IR1,Lvl,AllPub,OldTown,Norm,Norm,1Fam,2Story,7,7,1880,2003,Mansard,0,0,Unf,0,1240,1240,Normal,265979
749,20,RL,59,10593,Pave,IR1,Lvl,AllPub,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,338,919,Unf,0,801,1720,Normal,260400
750,50,RL,50,8405,Pave,Reg,Lvl,AllPub,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,0,0,NA,0,0,0,Normal,98000
751,50,RM,55,8800,Pave,Reg,Lvl,AllPub,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,1910,2004,Gable,0,0,Unf,0,576,576,Normal,96500
752,60,RL,NA,7750,Pave,Reg,Lvl,AllPub,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2003,2003,Gable,0,0,Unf,0,660,660,Normal,162000
753,20,RL,79,9236,Pave,IR1,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1997,Gable,0,1200,Unf,0,279,1479,Normal,217000
754,60,RL,80,10240,Pave,Reg,Lvl,AllPub,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,178,0,Unf,0,1030,1030,Normal,275500
755,20,RL,61,7930,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,2005,Gable,0,439,LwQ,472,115,1026,Normal,156000
756,160,FV,34,3230,Pave,Reg,Lvl,AllPub,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,894,381,Unf,0,348,729,Normal,172500
757,60,RL,68,10769,Pave,IR1,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,0,20,Unf,0,846,866,Normal,212000
758,60,RL,NA,11616,Pave,IR1,Lvl,AllPub,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,328,438,Unf,0,234,672,Abnorml,158900
759,160,FV,24,2280,Pave,Reg,Lvl,AllPub,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,1999,Gable,360,549,Unf,0,195,744,Normal,179400
760,60,RL,65,12257,Pave,IR1,Lvl,AllPub,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,513,56,ALQ,64,1198,1318,Normal,290000
761,20,RL,70,9100,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,0,612,Unf,0,252,864,Normal,127500
762,30,RM,60,6911,Pave,Reg,Lvl,AllPub,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,0,405,Unf,0,740,1145,Normal,100000
763,60,FV,72,8640,Pave,Reg,Lvl,AllPub,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,0,24,Unf,0,732,756,Normal,215200
764,60,RL,82,9430,Pave,Reg,Lvl,AllPub,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,673,1163,Unf,0,89,1252,Normal,337000
765,120,RL,30,9549,Pave,IR1,Lvl,AllPub,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,0,437,GLQ,1057,0,1494,Normal,270000
766,20,RL,75,14587,Pave,IR1,Lvl,AllPub,Somerst,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,284,0,Unf,0,1498,1498,Partial,264132
767,60,RL,80,10421,Pave,Reg,Lvl,AllPub,NWAmes,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,42,394,Unf,0,586,980,Normal,196500
768,50,RL,75,12508,Pave,IR1,Lvl,AllPub,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,0,660,Unf,0,323,983,Normal,160000
769,20,RL,70,9100,Pave,Reg,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,0,24,Unf,0,1836,1860,Normal,216837
770,60,RL,47,53504,Pave,IR2,HLS,AllPub,StoneBr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,603,1416,Unf,0,234,1650,Normal,538000
771,85,RL,NA,7252,Pave,IR1,Lvl,AllPub,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1982,1982,Hip,0,685,Unf,0,173,858,Normal,134900
772,20,RL,67,8877,Pave,Reg,Lvl,AllPub,Edwards,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,0,836,Unf,0,0,836,Normal,102000
773,80,RL,94,7819,Pave,Reg,Lvl,AllPub,Edwards,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,0,422,BLQ,127,480,1029,Abnorml,107000
774,20,RL,70,10150,Pave,Reg,Lvl,AllPub,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,1,456,Unf,0,456,912,Normal,114500
775,20,RL,110,14226,Pave,Reg,Lvl,AllPub,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,375,0,Unf,0,1935,1935,Partial,395000
776,120,RM,32,4500,Pave,Reg,Lvl,AllPub,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,320,866,Unf,0,338,1204,Normal,162000
777,20,RL,86,11210,Pave,IR1,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,240,20,Unf,0,1594,1614,Partial,221500
778,20,RL,100,13350,Pave,IR1,Lvl,AllPub,Sawyer,Norm,Norm,1Fam,1Story,5,5,1974,1974,Hip,0,762,Unf,0,102,864,Normal,142500
779,90,RH,60,8400,Pave,Reg,Lvl,AllPub,SawyerW,Feedr,Norm,Duplex,1Story,5,5,1977,1977,Gable,320,0,NA,0,0,0,Normal,144000
780,90,RL,78,10530,Pave,Reg,Lvl,AllPub,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,1977,1977,Gable,90,975,Unf,0,0,975,Normal,135000
781,20,RL,63,7875,Pave,Reg,Lvl,AllPub,Gilbert,Norm,Norm,1Fam,1Story,7,5,1995,1996,Gable,38,0,Unf,0,1237,1237,Normal,176000
782,60,RL,65,7153,Pave,Reg,Lvl,AllPub,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,0,387,Unf,0,374,761,Normal,175900
783,20,RL,67,16285,Pave,IR2,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,0,0,Unf,0,1413,1413,Normal,187100
784,85,RL,NA,9101,Pave,IR1,Lvl,AllPub,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1978,1978,Gable,104,1097,Unf,0,0,1097,Normal,165500
785,75,RM,35,6300,Pave,Reg,Lvl,AllPub,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,0,0,Unf,0,742,742,Normal,128000
786,20,RL,NA,9790,Pave,Reg,Lvl,AllPub,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1967,1967,Gable,0,251,LwQ,630,491,1372,Normal,161500
787,50,RM,60,10800,Pave,Reg,Lvl,AllPub,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1915,1950,Gable,0,686,Unf,0,0,686,Normal,139000
788,60,RL,76,10142,Pave,IR1,Lvl,AllPub,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,0,656,Unf,0,300,956,Normal,233000
789,20,RM,50,6000,Pave,Reg,Lvl,AllPub,OldTown,Norm,Norm,1Fam,1Story,4,7,1954,2000,Gable,0,0,Unf,0,901,901,Normal,107900
790,60,RL,NA,12205,Pave,IR1,Low,AllPub,ClearCr,Norm,Norm,1Fam,2Story,6,8,1966,2007,Gable,157,568,Unf,0,264,832,Normal,187500
791,120,RL,43,3182,Pave,Reg,Lvl,AllPub,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,11,16,Unf,0,1129,1145,Normal,160200
792,80,RL,NA,11333,Pave,IR1,Lvl,AllPub,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,0,539,Unf,0,490,1029,Normal,146800
793,60,RL,92,9920,Pave,IR1,Lvl,AllPub,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,0,862,Unf,0,255,1117,Normal,269790
794,20,RL,76,9158,Pave,Reg,Lvl,AllPub,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,140,0,Unf,0,1496,1496,Partial,225000
795,60,RL,NA,10832,Pave,IR1,Lvl,AllPub,Gilbert,Norm,Norm,1Fam,2Story,7,5,1994,1996,Gable,0,0,Unf,0,712,712,Normal,194500
796,60,RL,70,8400,Pave,Reg,Lvl,AllPub,SawyerW,Norm,Norm,1Fam,2Story,6,6,1980,1981,Gable,130,0,Unf,0,650,650,Normal,171000
797,20,RL,71,8197,Pave,Reg,Lvl,AllPub,Sawyer,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,148,0,Unf,0,660,660,Normal,143500
798,20,RL,57,7677,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,Gable,0,570,Unf,0,203,773,Abnorml,110000
799,60,RL,104,13518,Pave,Reg,Lvl,AllPub,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,860,0,Unf,0,1926,1926,Partial,485000
800,50,RL,60,7200,Pave,Reg,Lvl,AllPub,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,1937,1950,Gable,252,569,Unf,0,162,731,Normal,175000
801,60,RL,79,12798,Pave,IR1,HLS,AllPub,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1997,1997,Gable,0,462,Unf,0,154,616,Normal,200000
802,30,RM,40,4800,Pave,Reg,Lvl,AllPub,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1916,1990,Gable,0,197,Unf,0,999,1196,Normal,109900
803,60,RL,63,8199,Pave,Reg,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,0,648,Unf,0,80,728,Normal,189000
804,60,RL,107,13891,Pave,Reg,Lvl,AllPub,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,424,0,Unf,0,1734,1734,Partial,582933
805,20,RL,75,9000,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,0,812,Unf,0,124,936,Family,118000
806,20,RL,91,12274,Pave,IR1,Lvl,AllPub,Somerst,Norm,Norm,1Fam,1Story,7,5,2008,2008,Gable,256,0,Unf,0,1417,1417,Partial,227680
807,80,RL,75,9750,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,SLvl,5,5,1967,1967,Gable,0,400,Rec,480,100,980,Normal,135500
808,70,RL,144,21384,Pave,Reg,Lvl,AllPub,BrkSide,Norm,Norm,1Fam,2Story,5,6,1923,2004,Gable,0,1309,Unf,0,15,1324,Normal,223500
809,80,RL,85,13400,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,SLvl,5,5,1966,1966,Gable,1047,516,BLQ,128,380,1024,Normal,159950
810,75,RM,90,8100,Pave,Reg,Lvl,AllPub,OldTown,Norm,Norm,1Fam,2.5Unf,5,5,1898,1965,Hip,0,0,Unf,0,849,849,Normal,106000
811,20,RL,78,10140,Pave,Reg,Lvl,AllPub,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1999,Hip,99,663,LwQ,377,0,1040,Normal,181000
812,120,RM,NA,4438,Pave,Reg,Lvl,AllPub,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,169,662,Unf,0,186,848,Normal,144500
813,20,C (all),66,8712,Grvl,Reg,Bnk,AllPub,IDOTRR,Norm,Norm,1Fam,1Story,5,5,1952,1952,Hip,0,0,Unf,0,540,540,Alloca,55993
814,20,RL,75,9750,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Gable,243,608,Unf,0,834,1442,Normal,157900
815,50,RL,45,8248,Pave,Reg,Lvl,AllPub,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1918,1950,Gable,0,0,Unf,0,686,686,Normal,116000
816,20,RL,48,12137,Pave,IR2,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,1Story,7,5,1998,1998,Gable,442,0,Unf,0,1649,1649,Normal,224900
817,20,RL,NA,11425,Pave,IR1,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,0,486,Unf,0,522,1008,Normal,137000
818,20,RL,NA,13265,Pave,IR1,Lvl,AllPub,Mitchel,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,148,1218,Unf,0,350,1568,Normal,271000
819,80,RL,80,8816,Pave,Reg,Lvl,AllPub,ClearCr,Norm,Norm,1Fam,SLvl,6,7,1971,1971,Gable,80,504,Unf,0,506,1010,Normal,155000
820,120,RL,44,6371,Pave,IR1,Lvl,AllPub,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2009,2010,Gable,128,733,Unf,0,625,1358,Partial,224000
821,60,RL,72,7226,Pave,IR1,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,0,0,Unf,0,798,798,Normal,183000
822,20,RM,60,6000,Pave,Reg,Bnk,AllPub,OldTown,Norm,Norm,2fmCon,1Story,4,4,1953,1953,Gable,0,0,Unf,0,936,936,Normal,93000
823,60,RL,NA,12394,Pave,IR1,Lvl,AllPub,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,0,0,Unf,0,847,847,Family,225000
824,50,RL,60,9900,Pave,Reg,Lvl,AllPub,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,0,0,Unf,0,778,778,Normal,139500
825,20,FV,81,11216,Pave,Reg,Lvl,AllPub,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,0,0,Unf,0,1489,1489,Partial,232600
826,20,RL,114,14803,Pave,Reg,Lvl,AllPub,NridgHt,PosN,PosN,1Fam,1Story,10,5,2007,2008,Hip,816,1636,Unf,0,442,2078,Partial,385000
827,45,RM,50,6130,Pave,Reg,Lvl,AllPub,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1924,1950,Gable,0,784,Unf,0,0,784,Normal,109500
828,20,RL,65,8529,Pave,IR1,Lvl,AllPub,SawyerW,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,0,20,Unf,0,1434,1454,Normal,189000
829,60,RL,NA,28698,Pave,IR2,Low,AllPub,ClearCr,Norm,Norm,1Fam,2Story,5,5,1967,1967,Flat,0,249,ALQ,764,0,1013,Abnorml,185000
830,160,FV,24,2544,Pave,Reg,Lvl,AllPub,Somerst,Norm,Norm,Twnhs,2Story,7,5,2005,2005,Gable,0,0,Unf,0,600,600,Normal,147400
831,20,RL,80,11900,Pave,IR1,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,6,5,1957,1957,Gable,387,1040,Unf,0,352,1392,Normal,166000
832,160,FV,30,3180,Pave,Reg,Lvl,AllPub,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,0,0,Unf,0,600,600,Normal,151000
833,60,RL,44,9548,Pave,IR1,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,2Story,7,6,2003,2003,Gable,223,483,Unf,0,458,941,Normal,237000
834,20,RL,100,10004,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Gable,180,196,BLQ,345,975,1516,Normal,167000
835,20,RL,75,7875,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1961,Gable,136,572,Unf,0,572,1144,Normal,139950
836,20,RL,60,9600,Pave,Reg,Lvl,AllPub,Sawyer,Norm,Norm,1Fam,1Story,4,7,1950,1995,Gable,0,442,Unf,0,625,1067,Normal,128000
837,30,RM,90,8100,Pave,Reg,Lvl,AllPub,OldTown,Norm,Norm,1Fam,1Story,5,6,1948,1973,Gable,0,338,Unf,0,1221,1559,Normal,153500
838,160,RM,21,1680,Pave,Reg,Lvl,AllPub,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,158,330,Unf,0,153,483,Normal,100000
839,20,RL,75,9525,Pave,Reg,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,1Story,5,6,1995,2006,Gable,0,0,Unf,0,1099,1099,Normal,144000
840,50,RL,70,11767,Pave,Reg,Lvl,AllPub,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1946,1995,Gable,0,352,Unf,0,416,768,Normal,130500
841,70,RH,NA,12155,Pave,IR1,Lvl,AllPub,SWISU,Norm,Norm,1Fam,2Story,6,8,1925,1950,Gable,0,156,Unf,0,516,672,Normal,140000
842,70,RM,60,10440,Pave,Reg,Lvl,AllPub,OldTown,Norm,Norm,1Fam,2Story,5,8,1904,2002,Gable,0,0,Unf,0,650,650,Normal,157500
843,80,RL,82,9020,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,SLvl,6,7,1966,1966,Gable,183,312,ALQ,539,276,1127,Normal,174900
844,90,RL,80,8000,Pave,Reg,Lvl,AllPub,NAmes,Artery,Norm,Duplex,1Story,5,4,1961,1961,Gable,0,0,Unf,0,1800,1800,Normal,141000
845,50,RM,100,12665,Pave,IR1,Lvl,AllPub,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,1915,1950,Gable,0,0,Unf,0,876,876,Normal,153900
846,85,RL,NA,16647,Pave,IR1,Lvl,AllPub,Sawyer,RRAe,Norm,1Fam,SFoyer,5,5,1975,1981,Gable,0,1390,Unf,0,0,1390,Normal,171000
847,60,RL,75,9317,Pave,Reg,Lvl,AllPub,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,137,513,Unf,0,227,740,Normal,213000
848,20,RL,36,15523,Pave,IR1,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,1Story,5,6,1972,1972,Gable,0,460,Unf,0,404,864,Normal,133500
849,50,RL,75,45600,Pave,IR2,Bnk,AllPub,ClearCr,Norm,Norm,1Fam,1.5Fin,6,8,1908,1997,Gable,0,0,Unf,0,907,907,Normal,240000
850,80,RL,80,9600,Pave,Reg,Lvl,AllPub,Veenker,Feedr,Norm,1Fam,SLvl,6,7,1976,1994,Hip,360,0,Unf,0,528,528,Normal,187000
851,120,RM,36,4435,Pave,Reg,Lvl,AllPub,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,170,659,Unf,0,189,848,Normal,131500
852,120,RL,NA,3196,Pave,Reg,Lvl,AllPub,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,2003,Gable,40,0,Unf,0,1273,1273,Normal,215000
853,75,RL,53,7128,Pave,Reg,Lvl,AllPub,Crawfor,Norm,Norm,1Fam,2.5Unf,7,5,1941,1950,Gable,0,364,Unf,0,554,918,Normal,164000
854,80,RL,NA,12095,Pave,IR1,Lvl,AllPub,NAmes,Norm,Norm,1Fam,SLvl,6,6,1964,1964,Gable,115,564,Unf,0,563,1127,Normal,158000
855,20,RL,102,17920,Pave,Reg,Lvl,AllPub,Sawyer,Norm,Norm,1Fam,1Story,5,4,1955,1974,Hip,0,306,Rec,1085,372,1763,Abnorml,170000
856,20,RL,NA,6897,Pave,IR1,Lvl,AllPub,Sawyer,Norm,Norm,1Fam,1Story,5,8,1962,2010,Gable,0,659,Unf,0,381,1040,Normal,127000
857,80,RL,NA,10970,Pave,IR1,Low,AllPub,CollgCr,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,0,505,LwQ,435,0,940,Normal,147000
858,60,RL,65,8125,Pave,Reg,Lvl,AllPub,Gilbert,Norm,Norm,1Fam,2Story,6,5,1994,1995,Gable,0,0,Unf,0,702,702,Normal,174000
859,20,RL,80,10400,Pave,Reg,Lvl,AllPub,NWAmes,Norm,Norm,1Fam,1Story,7,5,1976,1976,Gable,189,0,Unf,0,1090,1090,Family,152000
860,60,RL,NA,11029,Pave,IR1,Lvl,AllPub,NWAmes,PosA,Norm,1Fam,2Story,6,7,1968,1984,Gable,220,619,Unf,0,435,1054,Normal,250000
861,50,RL,55,7642,Pave,Reg,Lvl,AllPub,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,1918,1998,Gable,0,0,Unf,0,912,912,Normal,189950
862,190,RL,75,11625,Pave,Reg,Lvl,AllPub,Sawyer,Norm,Norm,2fmCon,1Story,5,4,1965,1965,Hip,0,841,Unf,0,198,1039,Normal,131500
863,20,RL,81,9672,Pave,Reg,Lvl,AllPub,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,0,338,Unf,0,702,1040,Normal,152000
864,20,RL,70,7931,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,0,1148,Unf,0,0,1148,Normal,132500
865,20,FV,72,8640,Pave,Reg,Lvl,AllPub,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,0,0,Unf,0,1372,1372,Partial,250580
866,20,RL,NA,8750,Pave,IR1,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1970,Gable,76,828,Unf,0,174,1002,Normal,148500
867,20,RL,67,10656,Pave,IR1,HLS,AllPub,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,274,0,Unf,0,1638,1638,Partial,248900
868,20,RL,85,6970,Pave,Reg,Lvl,AllPub,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,0,932,Unf,0,108,1040,Normal,129000
869,60,RL,NA,14762,Pave,IR2,Lvl,AllPub,Gilbert,Feedr,Norm,1Fam,2Story,5,6,1948,1950,Gable,0,0,NA,0,0,0,Normal,169000
870,60,RL,80,9938,Pave,Reg,Lvl,AllPub,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,246,750,Unf,0,300,1050,Normal,236000
871,20,RL,60,6600,Pave,Reg,Lvl,AllPub,NAmes,PosN,Norm,1Fam,1Story,5,5,1962,1962,Hip,0,0,Unf,0,894,894,Normal,109500
872,60,RL,70,8750,Pave,Reg,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,116,505,Unf,0,299,804,Normal,200500
873,20,RL,74,8892,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,1996,Gable,0,0,Unf,0,105,105,Normal,116000
874,40,RL,60,12144,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,7,1949,1950,Gable,0,375,Unf,0,457,832,Normal,133000
875,50,RM,52,5720,Pave,Reg,Lvl,AllPub,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,0,0,Unf,0,676,676,Abnorml,66500
876,60,FV,75,9000,Pave,Reg,Lvl,AllPub,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,0,64,Unf,0,1120,1184,Partial,303477
877,20,RL,94,25286,Pave,Reg,HLS,AllPub,Mitchel,Norm,Norm,1Fam,1Story,4,5,1963,1963,Gable,0,633,Unf,0,431,1064,Normal,132250
878,60,RL,74,8834,Pave,Reg,Lvl,AllPub,NridgHt,Norm,Norm,1Fam,2Story,9,5,2004,2005,Hip,216,1170,Unf,0,292,1462,Normal,350000
879,85,RL,88,11782,Pave,IR1,Lvl,AllPub,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,1961,1995,Gable,0,899,Unf,0,210,1109,Normal,148000
880,20,RL,NA,7000,Pave,IR1,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,1Story,5,8,1978,2005,Gable,90,646,Unf,0,218,864,Normal,136500
881,20,RL,60,7024,Pave,Reg,Lvl,AllPub,Edwards,Norm,Norm,1Fam,1Story,5,5,2005,2006,Gable,0,980,Unf,0,110,1090,Normal,157000
882,50,RL,44,13758,Pave,IR1,Lvl,AllPub,Timber,Norm,Norm,1Fam,1.5Fin,7,5,1990,1991,Gable,117,902,Unf,0,254,1156,Normal,187500
883,60,RL,NA,9636,Pave,IR1,Lvl,AllPub,Gilbert,Norm,Norm,1Fam,2Story,6,5,1992,1993,Gable,0,0,Unf,0,808,808,Normal,178000
884,75,RL,60,6204,Pave,Reg,Bnk,AllPub,SWISU,Norm,Norm,1Fam,2.5Fin,4,5,1912,1950,Gable,0,0,Unf,0,795,795,Normal,118500
885,20,RL,65,7150,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,60,432,Unf,0,460,892,Normal,100000
